# RYA-489 Section 6 replication-grade per-line data product
# Every value below is PROJECTED from a committed artifact; this
# file measures nothing. Regenerate with the generator named below.
# star: solar
# element: Fe
# Teff: 5772.0
# log_g: 4.438
# Fe_H: 0.0
# xi_microturb: 1.0
# params_source: GBS: Heiter+2015 (Teff/logg), Jofré+2014 ([Fe/H], ξ)
# reference_stack: py3.12 + numpy 2.x (RYA-517 reference stack)
# damping_source: synthesis
# replication_grade: yes
# gold_version: Fe_I=v5
# commit_sha: 5e22b3d06f6c8899d683b187d52664e6a0519e64
# input_commit: 5e22b3d06f6c8899d683b187d52664e6a0519e64
# litscan_anchor: best_external Amarsi et al. 2021 (A&A 653, A141) sigma_ext 0.04
# generated_utc: 2026-09-24T19:24:31+00:00
# generator_script: scripts/generate_perline_product.py
# invocation: ISPEC_DIR=/mnt/codex-data/engines/ispec_src ~/venv_rya1103/bin/python scripts/generate_perline_product.py --star solar --element Fe --damping-source synthesis   # Sirius: the GES damping needs iSpec
# sources: damping_source=synthesis; replication_grade=yes; linelist=linelist_solar.csv; canonical_gf=canonical_gf.csv; problem_children=problem_children.csv
# discovery: FEED-DRIVEN (RYA-1229): every published product in data/products/solar/Fe.json, resolved to its own per-line artifact through `provenance.copied_to` and gated on n_lines value-equality
# products_published: 160
# products_with_perline_evidence: 139
# products_unresolved: 21
#
# appendix_species: Fe I
# website_export: species-specific subset; source rows are unchanged
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,gf_source,gf_grade,gf_sigma_dex,damping_rad,damping_stark,damping_vdW,damping_form,hfs_isotope_note,band,holding,tier,selector,route,treatment,instrument,arm,method,ew_mA,reduced_ew,red_chi2,sigma_A_dex,sigma_A_basis,engine,scale,A_X_line,status,reason_code,reason_note
Fe,I,5285.127,4.435,-1.66,PRIMARY LAB Ruffoni2014,ungraded,0.13,8.15,-4.95,1046.282,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,81.172,0.0699965407456305,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.707,in_aggregate,,
Fe,I,5288.525,3.695,-1.49,PRIMARY LAB Ruffoni2014,ungraded,0.02,7.73,-6.29,353.297,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,87.632,0.0900558669912845,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.447,in_aggregate,,
Fe,I,5373.709,4.473,-0.71,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.14,-4.95,1044.282,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,82.968,0.1073684119013038,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.55,in_aggregate,,
Fe,I,5379.574,3.695,-1.42,PRIMARY LAB Belmonte2017,ungraded,0.03,7.85,-6.12,363.249,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,145.486,0.1379887117013537,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.562,in_aggregate,,
Fe,I,5403.822,4.076,-0.98,PRIMARY LAB Belmonte2017,ungraded,0.03,7.72,-6.03,-7.81,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,81.046,0.0464308293016419,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.367,in_aggregate,,
Fe,I,5473.9,4.154,-0.72,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.47,-5.34,738.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,82.789,0.1033648072356934,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.62,in_aggregate,,
Fe,I,5481.438,4.191,-1.33,PRIMARY LAB Ruffoni2014,ungraded,0.04,8.54,-5.46,745.24,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,88.208,0.0662018600738685,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.706,in_aggregate,,
Fe,I,5483.099,4.154,-1.39,PRIMARY LAB DenHartog2014,ungraded,0.03,8.54,-5.57,737.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,81.954,0.2269322261383548,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.552,in_aggregate,,
Fe,I,5493.499,4.103,-1.48,PRIMARY LAB Ruffoni2014,ungraded,0.08,8.54,-5.29,727.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,135.742,0.0991773642629775,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,6.949,in_aggregate,,
Fe,I,5532.747,3.573,-1.89,PRIMARY LAB Belmonte2017,ungraded,0.06,7.78,-5.88,237.255,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,83.343,0.0666971275623976,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.34,in_aggregate,,
Fe,I,5538.516,4.218,-1.54,PRIMARY LAB Ruffoni2014,ungraded,0.06,8.45,-4.47,-7.48,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,80.186,0.0898374527403738,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.606,in_aggregate,,
Fe,I,5554.894,4.549,-0.27,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.21,-4.95,1040.283,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,92.151,0.0733818382720088,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.463,in_aggregate,,
Fe,I,5563.6,4.191,-0.75,PRIMARY LAB Ruffoni2014,ungraded,0.04,8.47,-5.34,733.238,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,83.843,0.0672069720784179,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.519,in_aggregate,,
Fe,I,5573.102,4.191,-1.29,PRIMARY LAB DenHartog2014,ungraded,0.04,8.54,-5.57,-7.57,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,47.378,0.0412000821904873,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.59,in_aggregate,,
Fe,I,5602.767,4.154,-0.95,PRIMARY LAB DenHartog2014,ungraded,0.03,8.46,-5.0,-7.53,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,85.975,0.0920143252255775,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.689,in_aggregate,,
Fe,I,5618.632,4.209,-1.25,PRIMARY LAB DenHartog2014,ungraded,0.03,8.19,-5.57,732.214,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,81.984,0.0833424630871308,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.481,in_aggregate,,
Fe,I,5638.262,4.22,-0.72,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.38,-5.34,730.235,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,88.813,0.1190090844214185,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.552,in_aggregate,,
Fe,I,5658.532,3.43,-1.85,PRIMARY LAB DenHartog2014,ungraded,0.03,8.05,-5.42,835.236,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,92.497,0.0538008094192966,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.537,in_aggregate,,
Fe,I,5705.992,4.608,-0.46,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.22,-4.95,1037.284,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,103.145,0.0833402075272886,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.637,in_aggregate,,
Fe,I,5712.131,3.417,-2.01,PRIMARY LAB DenHartog2014,ungraded,0.07,8.05,-5.38,817.24,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,71.102,0.0854494496871541,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.574,in_aggregate,,
Fe,I,5717.833,4.284,-0.96,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.18,-5.46,758.209,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,37.514,0.0719836695660091,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.597,in_aggregate,,
Fe,I,5753.122,4.26,-0.62,PRIMARY LAB DenHartog2014,ungraded,0.02,8.18,-5.57,741.211,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,88.013,0.1078276895090664,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.565,in_aggregate,,
Fe,I,5775.081,4.22,-1.08,PRIMARY LAB DenHartog2014,ungraded,0.03,8.38,-5.0,720.231,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,83.305,0.0957266000958901,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.6,in_aggregate,,
Fe,I,5784.658,3.397,-2.67,PRIMARY LAB Ruffoni2014,ungraded,0.09,8.05,-5.41,796.244,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,50.28,0.0824813984490807,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.679,in_aggregate,,
Fe,I,6003.011,3.882,-1.1,PRIMARY LAB Ruffoni2014,ungraded,0.02,7.75,-5.38,898.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,84.973,0.1026731207939028,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.718,in_aggregate,,
Fe,I,6008.556,3.884,-0.98,PRIMARY LAB Ruffoni2014,ungraded,0.02,7.79,-5.38,-7.54,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,91.108,0.0942297238675399,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.716,in_aggregate,,
Fe,I,6056.005,4.733,-0.32,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.32,-4.95,1029.286,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,84.673,0.1036229712591651,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.466,in_aggregate,,
Fe,I,6141.731,3.603,-1.46,PRIMARY LAB DenHartog2014,ungraded,0.03,8.07,-5.42,835.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,87.613,0.2019045418901497,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,8.167,in_aggregate,,
Fe,I,6232.64,3.654,-1.24,PRIMARY LAB DenHartog2014,ungraded,0.03,8.07,-5.38,-7.54,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,81.644,0.1126782526502377,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.636,in_aggregate,,
Fe,I,6315.811,4.076,-1.63,PRIMARY LAB Ruffoni2014,ungraded,0.1,7.73,-6.03,410.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,84.804,0.057423163011572,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.478,in_aggregate,,
Fe,I,6336.823,3.686,-0.85,PRIMARY LAB DenHartog2014,ungraded,0.02,8.08,-5.38,845.24,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,85.975,0.1048905419241676,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.638,in_aggregate,,
Fe,I,6408.017,3.686,-0.99,PRIMARY LAB DenHartog2014,ungraded,0.02,8.07,-5.42,-7.54,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,46.142,0.0797358940783887,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.66,in_aggregate,,
Fe,I,6627.544,4.549,-1.59,PRIMARY LAB Ruffoni2014,ungraded,0.1,8.33,-5.34,754.209,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,81.253,0.1085829178194039,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.695,in_aggregate,,
Fe,I,6663.231,4.559,-1.2,PRIMARY LAB Ruffoni2014,ungraded,0.11,8.44,-5.34,-7.53,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,89.882,0.0755468860728787,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.531,in_aggregate,,
Fe,I,6705.101,4.607,-0.87,PRIMARY LAB Ruffoni2014,ungraded,0.04,8.4,-4.47,-7.48,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,82.62,0.0936010210780024,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.419,in_aggregate,,
Fe,I,6725.356,4.103,-2.1,PRIMARY LAB Ruffoni2014,ungraded,0.1,8.4,-5.38,897.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,81.934,0.1262863005674636,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.459,in_aggregate,,
Fe,I,6841.339,4.607,-0.49,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.42,-5.34,759.267,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,81.81,0.0999985078704603,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.355,in_aggregate,,
Fe,I,6843.655,4.549,-0.73,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.43,-5.29,736.216,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,83.867,0.1015387910022431,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.52,in_aggregate,,
Fe,I,6855.161,4.559,-0.49,PRIMARY LAB DenHartog2014,ungraded,0.02,8.43,-5.0,-7.53,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,70.3,0.0742614887485487,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.546,in_aggregate,,
Fe,I,6858.148,4.608,-0.9,PRIMARY LAB DenHartog2014,ungraded,0.03,8.43,-5.57,765.211,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,kpno_solar_atlas,VIS,synthesis_fit,,,82.643,0.1028351218985003,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-mean3D-NLTE-gerber-stagger,1D-NLTE,7.543,in_aggregate,,
Fe,I,4203.938,3.634,-0.95,PRIMARY LAB Belmonte2017,ungraded,0.04,8.03,-6.09,365.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,100.91,0.0607405824199123,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,6.865,in_aggregate,,
Fe,I,4233.602,2.482,-0.6,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.18,-5.41,760.236,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,119.981,0.0456530115950441,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.215,in_aggregate,,
Fe,I,4245.344,3.332,-1.43,PRIMARY LAB DenHartog2014,ungraded,0.04,8.14,-5.02,-7.55,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,80.176,0.073683187923696,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.32,in_aggregate,,
Fe,I,4259.999,3.332,-1.4,PRIMARY LAB DenHartog2014,ungraded,0.05,8.38,-5.05,-7.54,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,87.098,0.049188557121463,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.33,in_aggregate,,
Fe,I,4276.675,3.882,-1.75,PRIMARY LAB Ruffoni2014,ungraded,0.14,7.67,-4.95,1058.278,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,201.927,0.7498862005042005,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.704,in_aggregate,,
Fe,I,4278.23,3.368,-1.58,PRIMARY LAB DenHartog2014,ungraded,0.05,8.21,-5.33,753.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,51.298,0.0416747434045133,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.408,in_aggregate,,
Fe,I,4286.863,3.417,-2.2,PRIMARY LAB DenHartog2014,ungraded,0.09,8.14,-5.15,-7.55,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,402.792,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE,1D-LTE,12.488,excluded,DERIVER_EXCLUDED,SYNTHESIS: edge_pinned
Fe,I,4287.94,3.43,-1.95,PRIMARY LAB DenHartog2014,ungraded,0.11,8.12,-5.26,-7.56,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,33.215,0.0205526884469275,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.546,in_aggregate,,
Fe,I,4289.08,3.368,-1.17,PRIMARY LAB DenHartog2014,ungraded,0.03,8.36,-5.04,-7.54,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,348.042,0.1601296090918807,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.445,in_aggregate,,
Fe,I,4289.915,3.397,-1.74,PRIMARY LAB DenHartog2014,ungraded,0.07,8.17,-5.86,-7.55,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,40.189,0.0635146937802124,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,6.781,in_aggregate,,
Fe,I,4326.753,2.949,-1.81,PRIMARY LAB Belmonte2017,ungraded,0.05,7.78,-5.88,282.259,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,96.792,0.0372595289341513,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.457,in_aggregate,,
