# RYA-489 Section 6 replication-grade per-line data product
# Every value below is PROJECTED from a committed artifact; this
# file measures nothing. Regenerate with the generator named below.
# star: solar
# element: Fe
# Teff: 5772.0
# log_g: 4.438
# Fe_H: 0.0
# xi_microturb: 1.0
# params_source: GBS: Heiter+2015 (Teff/logg), Jofré+2014 ([Fe/H], ξ)
# reference_stack: py3.12 + numpy 2.x (RYA-517 reference stack)
# damping_source: synthesis
# replication_grade: yes
# gold_version: Fe_I=v5
# commit_sha: 4e3dabb5ba139c89ca0b5f5538afb64525ab8fae
# input_commit: 4e3dabb5ba139c89ca0b5f5538afb64525ab8fae
# litscan_anchor: best_external Amarsi et al. 2021 (A&A 653, A141) sigma_ext 0.04
# generated_utc: 2026-08-18T21:08:52+00:00
# generator_script: scripts/generate_perline_product.py
# sources: damping_source=synthesis; replication_grade=yes; band_products=/home/damienabraxas/rya870_repo/data/results/rya847/gated, /home/damienabraxas/rya870_repo/data/results/rya877; linelist=linelist_solar.csv; canonical_gf=canonical_gf.csv; problem_children=problem_children.csv
#
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,gf_source,gf_grade,gf_sigma_dex,damping_rad,damping_stark,damping_vdW,damping_form,hfs_isotope_note,instrument,arm,method,ew_mA,reduced_ew,red_chi2,sigma_A_dex,sigma_A_basis,engine,scale,A_X_line,status,reason_code,reason_note
Fe,I,6093.6421,4.6076,-1.4,MRW,ungraded,,8.33,-4.57,866.274,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,35.937491974491614,-5.229329178019198,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.603515625,in_aggregate,,
Fe,I,6094.3724,4.652,-1.84,MRW,ungraded,,8.33,-4.01,914.276,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,24.06734181931968,-5.403500862371463,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.796875,in_aggregate,,
Fe,I,6096.6565,5.0995,-2.32,K07,ungraded_kurucz,,8.8,-4.59,-7.32,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,43.214263694664496,-5.149464608854653,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.48046875,in_aggregate,,
Fe,I,6098.2432,4.5585,-1.859,K07,ungraded_kurucz,,8.44,-4.7,797.269,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,21.26240268882877,-5.457592401186299,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.673828125,in_aggregate,,
Fe,I,6105.1272,4.5485,-2.532,K07,ungraded_kurucz,,8.33,-3.96,788.274,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,16.471838002398616,-5.568952654455683,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.919921875,in_aggregate,,
Fe,I,6127.9058,4.1426,-1.399,VALD3,ungraded,,8.0,-6.02,290.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,55.34297806579709,-5.044249555279444,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.515625,in_aggregate,,
Fe,I,6147.8339,4.0758,-1.671,BWL,ungraded,,7.53,-6.03,-7.8,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,76.84572769328206,-4.903102397853494,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.515625,in_aggregate,,
Fe,I,6151.6169,2.1759,-3.299,VALD3,ungraded,,8.29,-6.16,277.263,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,52.814225658225816,-5.066238364663179,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.498046875,in_aggregate,,
Fe,I,6157.7275,4.0758,-1.16,MRW,ungraded,,7.89,-6.03,375.255,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,71.6916448150027,-4.933951921531822,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.65625,in_aggregate,,
Fe,I,6159.3729,4.6076,-1.97,VALD3,ungraded,,8.33,-4.71,840.273,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,16.231627932090966,-5.579174418823094,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.673828125,in_aggregate,,
Fe,I,6165.3594,4.1426,-1.474,VALD3,ungraded,,8.0,-6.02,380.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,49.745291291952526,-5.093206419894677,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.515625,in_aggregate,,
Fe,I,6173.334,2.2227,-2.88,GESB82c,ungraded,,8.31,-6.16,281.266,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,74.01282783679628,-4.921212776742326,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.55078125,in_aggregate,,
Fe,I,6180.2018,2.7275,-2.586,VALD3,ungraded,,8.21,-5.91,335.259,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,66.40472808520833,-4.96880365350395,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.4453125,in_aggregate,,
Fe,I,6185.6927,5.6491,-0.625,VALD3,ungraded,,,,,unknown,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,22.02348348280777,-5.448502327831562,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,9.150390625,flagged_kept,ABUNDANCE_OUTLIER,"RYA-764/783: the 1D-LTE EW inversion returns A(Fe I) = 9.150 on this line at EW 22.0 mA -- physically impossible for the Sun (~7.5) and it ENTERS the band-product aggregate, because derive_band_products.py does not consult this registry. It is one of 17 (VIS) / 11 (IR) used lines above A=8.0 in the EW route; the ENGINE-B flux fit produces ZERO such lines in the IR (max 7.953) on the same pool, so the pathology is the EW->abundance inversion, not the spectrum. The median protects the reported product value, but these lines are the heavy tail of the Engine-A minus Engine-B per-line diagnostic (robust sd 0.10 dex, naive sd 0.50). CAUSE NOT ESTABLISHED -- misidentification, a wrong gf and unmodelled blending all produce this signature; do NOT re-source the gf on this evidence. || RYA-808: required_treatment exclude -> investigate. The cause is not established (status=owed), and a treatment cannot be prescribed from an undiagnosed cause (RYA-161). Behaviour is UNCHANGED -- aggregate_action already kept owed rows in the aggregate, flagged. When a cause IS established: status -> active AND required_treatment -> the diagnosed treatment. || RYA-809 RCA: NOT IN RYA-782's POOL (canonical_gf source VALD3 has no accuracy tier in SOURCE_DEX), so diagnosed from linelist_solar: offset -0.3 mA; competitive neighbour none; catalogued central_depth 0.1710 predicts ~27.2 mA against 22.0 measured = 0.8x; EP 5.65 eV; log gf -0.625; A = 9.150. Position, isolation and depth ALL come back clean and the line absorbs LESS than catalogued, so ghost, blend and gf are each excluded as the cause — yet the inversion returns 9.150. THE LINE IS EXONERATED AND THE EW->ABUNDANCE INVERSION IS IMPLICATED, which is the per-line face of RYA-783's aggregate finding (the flux fit puts ZERO lines above A=8.0 on this pool). Stays investigate/owed: excluding a clean line would be backwards, and the method fault is not a property of the line (RYA-161)."
Fe,I,6187.9888,3.9433,-1.62,MRW,ungraded,,7.75,-5.38,903.244,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,53.06138460699017,-5.066770940508822,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.4453125,in_aggregate,,
Fe,I,6216.3553,4.7331,-1.424,K07,ungraded_kurucz,,8.41,-4.39,-7.52,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,43.88847049144261,-5.151185382905782,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,8.201171875,in_aggregate,,
Fe,I,6226.7338,3.8835,-2.12,MRW,ungraded,,7.83,-5.27,845.244,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,33.682534831981364,-5.266855531962046,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.568359375,in_aggregate,,
Fe,I,6229.2255,2.845,-2.805,BKK,ungraded,,8.2,-5.88,350.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,44.18226438484346,-5.149186082632485,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.375,in_aggregate,,
Fe,I,6240.6458,2.2227,-3.233,VALD3,ungraded,,6.81,-6.13,301.272,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,57.223288123592575,-5.037656724746998,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.26953125,in_aggregate,,
Fe,I,6270.223,2.8581,-2.47,BKK+BWL,ungraded,,8.2,-5.88,350.249,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,60.30865897817917,-5.016903315138153,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.392578125,in_aggregate,,
Fe,I,6271.2775,3.332,-2.703,VALD3,ungraded,,8.22,-5.41,720.247,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,31.957449013308825,-5.292783913757182,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.568359375,in_aggregate,,
Fe,I,6279.7443,5.3139,-1.523,VALD3,ungraded,,,,,unknown,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,70.03598456821777,-4.95262072204386,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,"COG-INVERSION: bisection did not converge, so this EW does not map to an abundance here"
Fe,I,6330.8474,4.7331,-1.64,MRW,ungraded,,8.41,-4.5,915.277,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,38.99237527021004,-5.210482153732002,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,8.04296875,in_aggregate,,
Fe,I,6380.7428,4.1864,-1.376,VALD3,ungraded,,7.88,-6.03,380.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,57.71826012448468,-5.043558007968207,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.65625,in_aggregate,,
Fe,I,6383.7149,4.4733,-2.644,K07,ungraded_kurucz,,8.38,-5.57,-7.57,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,12.985894126373635,-5.691601625199631,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.708984375,in_aggregate,,
Fe,I,6392.5374,2.2786,-4.03,VALD3,ungraded,,8.31,-6.16,310.243,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,21.39793177579137,-5.475301479076726,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.5068359375,in_aggregate,,
Fe,I,6416.9258,4.7955,-1.109,K07,ungraded_kurucz,,8.41,-4.39,-7.52,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,43.491594066085504,-5.168921691659533,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.392578125,in_aggregate,,
Fe,I,6436.4055,4.1864,-2.58,K07,ungraded_kurucz,,7.48,-6.03,-7.81,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,13.21617738486186,-5.687537538248531,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.7705078125,in_aggregate,,
Fe,I,6469.1172,2.4041,-4.321,K07,ungraded_kurucz,,8.08,-6.05,-7.79,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,69.5050074886661,-4.968828924792279,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.603515625,in_aggregate,,
Fe,I,6469.1917,4.8349,-0.73,MRW,ungraded,,8.4,-4.76,982.286,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,69.63652347556469,-4.968012939347814,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.603515625,in_aggregate,,
Fe,I,6481.8694,2.2786,-2.981,BKK+GESB82,ungraded,,8.29,-6.16,308.243,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,72.84072788195517,-4.949325999441055,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.55078125,in_aggregate,,
Fe,I,6495.7409,4.8349,-0.94,VALD3,ungraded,,8.4,-5.88,972.285,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,74.1921911926632,-4.942270495855116,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.5859375,in_aggregate,,
Fe,I,6498.9379,0.9582,-4.699,VALD3,ungraded,,4.36,-6.21,226.253,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,52.74709944351745,-5.090643804299722,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.7265625,in_aggregate,,
Fe,I,6518.3653,2.8316,-2.438,BK+BWL,ungraded,,8.21,-5.91,336.251,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,75.34357125543414,-4.937092493652487,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.76171875,in_aggregate,,
Fe,I,6533.9276,4.5585,-1.36,MRW,ungraded,,8.41,-4.47,908.277,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,54.95578266313138,-5.07516092057812,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.90234375,in_aggregate,,
Fe,I,6551.6767,0.9901,-5.79,FMW,ungraded,,4.06,-6.21,-7.83,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,49.00677290254861,-5.12609635337221,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,"COG-INVERSION: bisection did not converge, so this EW does not map to an abundance here"
Fe,I,6597.5588,4.7955,-0.97,MRW,ungraded,,8.4,-4.69,893.276,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,51.07664651462294,-5.111160893996235,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.69140625,in_aggregate,,
Fe,I,6604.5854,4.8349,-1.819,K07,ungraded_kurucz,,8.4,-4.72,-7.52,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,41.36411391973618,-5.203221834622047,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,9.34375,excluded,ATOMIC_BLEND,"RYA-764/783: the 1D-LTE EW inversion returns A(Fe I) = 9.344 on this line at EW 41.4 mA -- physically impossible for the Sun (~7.5) and it ENTERS the band-product aggregate, because derive_band_products.py does not consult this registry. It is one of 17 (VIS) / 11 (IR) used lines above A=8.0 in the EW route; the ENGINE-B flux fit produces ZERO such lines in the IR (max 7.953) on the same pool, so the pathology is the EW->abundance inversion, not the spectrum. The median protects the reported product value, but these lines are the heavy tail of the Engine-A minus Engine-B per-line diagnostic (robust sd 0.10 dex, naive sd 0.50). CAUSE NOT ESTABLISHED -- misidentification, a wrong gf and unmodelled blending all produce this signature; do NOT re-source the gf on this evidence. || RYA-808: required_treatment exclude -> investigate. The cause is not established (status=owed), and a treatment cannot be prescribed from an undiagnosed cause (RYA-161). Behaviour is UNCHANGED -- aggregate_action already kept owed rows in the aggregate, flagged. When a cause IS established: status -> active AND required_treatment -> the diagnosed treatment. || RYA-809 RCA: GHOST: absorbs 3.3x the EW its catalogued central_depth (0.079) can support, with no co-located absorber to account for it — the feature is not this transition. mismatch 0.6 mA; Sc II at -0.78 dex after abundance weighting (per-atom +3.54, A(Sc)=3.14 vs A(Fe)=7.46); gf K07 (+/-0.2 dex); REW -5.203; A 9.344 (+1.740 vs pool median); EW-vs-strength residual +0.276 dex; absorbs 3.3x the EW its catalogued central_depth supports"
Fe,I,6608.0246,2.2786,-4.03,VALD3,ungraded,,8.3,-6.16,306.242,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,21.991978913475307,-5.4778073406616565,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.62109375,in_aggregate,,
Fe,I,6609.1093,2.5592,-2.692,VALD3,ungraded,,7.99,-6.08,335.245,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,76.49428173404979,-4.936513963149867,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.33984375,in_aggregate,,
Fe,I,6625.0211,1.0111,-5.336,GESB86,ungraded,,4.06,-6.21,-7.83,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,20.57867039708616,-5.5077699545441785,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.62109375,in_aggregate,,
Fe,I,6627.5434,4.5485,-1.59,2014MNRAS.,ungraded,0.1,8.33,-5.34,754.209,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,32.177172688690646,-5.31380469907065,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.62109375,in_aggregate,,
Fe,I,6653.8509,4.1544,-2.215,K07,ungraded_kurucz,,8.41,-5.29,959.246,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,14.351526986337603,-5.666174952964765,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.392578125,in_aggregate,,
Fe,I,6703.5655,2.7586,-3.06,MRW,ungraded,,8.08,-6.28,320.264,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,41.55838201400832,-5.207647226298178,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.568359375,in_aggregate,,
Fe,I,6705.1169,4.607,-0.87,2014MNRAS.,ungraded,0.04,8.4,-4.47,-7.48,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,52.52055955339996,-5.106077009527216,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.322265625,in_aggregate,,
Fe,I,6710.3176,1.4849,-4.88,VALD3,ungraded,,7.27,-6.15,252.246,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,20.380864712521745,-5.517520469693958,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.638671875,in_aggregate,,
Fe,I,6713.742,4.7955,-1.5,MRW,ungraded,,8.41,-4.57,857.272,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,27.13133348470719,-5.393493508350235,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.55078125,in_aggregate,,
Fe,I,6715.3813,4.6076,-1.54,MRW,ungraded,,8.33,-5.57,777.208,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,34.94866430554582,-5.283640094783265,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.708984375,in_aggregate,,
Fe,I,6725.3553,4.1034,-2.1,2014MNRAS.,ungraded,0.1,8.4,-5.38,897.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,20.68658287956461,-5.512026475520228,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.4013671875,in_aggregate,,
Fe,I,6726.6658,4.607,-1.133,K07,ungraded_kurucz,,8.36,-4.69,-7.52,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,52.09858061217322,-5.110973959802211,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.62109375,in_aggregate,,
Fe,I,6729.0116,5.4457,-1.379,VALD3,ungraded,,,,,unknown,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,11.831253125814593,-5.754920530925899,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,"COG-INVERSION: bisection did not converge, so this EW does not map to an abundance here"
Fe,I,6732.0643,4.5844,-2.02,K07,ungraded_kurucz,,7.82,-5.37,274.26,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,9.91185505786958,-5.8319933127235135,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.427734375,in_aggregate,,
Fe,I,6733.1498,4.6382,-1.15,GESHRL14,ungraded,,8.41,-5.36,781.273,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,30.60035345026818,-5.342491833974501,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.2431640625,in_aggregate,,
Fe,I,6739.52,1.5574,-4.794,BKK,ungraded,,7.24,-6.15,256.244,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,15.621852280262177,-5.634896439635796,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.48046875,in_aggregate,,
Fe,I,6750.151,2.4242,-2.618,BKK+GESB82,ungraded,,6.69,-6.13,335.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,78.90304029546522,-4.932219750264605,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.55078125,in_aggregate,,
Fe,I,6752.7066,4.6382,-1.204,VALD3,ungraded,,8.42,-5.47,778.274,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,42.29015443392081,-5.203238609269594,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.515625,in_aggregate,,
Fe,I,6786.858,4.1909,-1.97,MRW,ungraded,,8.4,-5.29,962.248,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,32.15328532597499,-5.32444340820337,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.216796875,in_aggregate,,
Fe,I,6806.8425,2.7275,-2.13,MRW,ungraded,,8.07,-6.09,313.268,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,39.27585165314983,-5.23882009079916,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,6.53125,in_aggregate,,
Fe,I,6810.2618,4.607,-0.986,BWL,ungraded,,8.42,-5.23,873.275,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,56.07617740399358,-5.084385406357833,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.515625,in_aggregate,,
Fe,I,6819.5883,4.1034,-2.773,K07,ungraded_kurucz,,8.41,-5.36,-7.55,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,13.92212295713697,-5.69005269196203,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.357421875,in_aggregate,,
Fe,I,6820.3709,4.6382,-1.22,MRW,ungraded,,8.39,-4.47,902.28,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,45.92265455748864,-5.171781008263369,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.603515625,in_aggregate,,
Fe,I,6828.5912,4.6382,-0.82,MRW,ungraded,,8.42,-5.57,768.277,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,65.40063423545413,-5.018749154050744,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.55078125,in_aggregate,,
Fe,I,6837.0051,4.5931,-1.687,BK,ungraded,,7.85,-6.12,273.258,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,24.13176580732322,-5.452276801911227,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.603515625,in_aggregate,,
Fe,I,6839.8295,2.5592,-3.35,MRW,ungraded,,8.05,-6.06,330.248,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,39.67460474869534,-5.236532667104129,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.603515625,in_aggregate,,
Fe,I,6841.3381,4.607,-0.49,2014MNRAS.,ungraded,0.03,8.42,-5.34,759.267,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,85.9893488264743,-4.900696393686627,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.5859375,in_aggregate,,
